id,program_name,category_primary,category_secondary,description,url_pdf,age_min,age_max,income_type,income_max,household_size,residence_required,employment_status,house_type,special_conditions,support_type,support_amount,support_duration,support_details,application_period,how_to_apply,contact,difficulty_level,raw_text
37,2025년 청년 부동산 중개보수 및 이사비 지원사업,주거,기타,"서울로 전입하거나 시내에서 이사한 19~39세 청년 가구에 대해 실제 발생한 이사비나 중개보수를 생애 1회, 최대 40만 원까지 실비 지원하는 사업.",https://youth.seoul.go.kr/bbs/view.do?pstSn=2508110003&key=2303300002&sc_detailAt=&pageIndex=1&orderBy=regYmd+desc&sc_wDateS=&sc_wDateE=&sc_bbsCtgrySn=2304110001&sc=&sw=&recordCountPerPage=10,19,39,"가구 기준 중위소득 150% 이하 (건강보험료 본인부담금 기준, 신청 당시)","기준 중위소득 150% 이하 / 예: 1인 가구 직장가입자 127,230원 이하 등 (2025년 기준표 참조)",청년 1인 가구 또는 동거인 포함 청년 가구 (세대주 및 임대차계약서 임차인이 본인),23.1.1 이후 서울시로 전입 또는 서울시 내 이사 후 신청마감일까지 전입신고 완료한 청년 가구,"제한 없음 (재직자, 학생, 구직자 가능) / 단, 국민기초생활수급자 중 생계·의료·주거급여 수급자는 제외",거래금액 2억 원 이하 전·월세 임차주택 (임차보증금 + 월세×100 / 부모 소유 주택 제외),"생애 1회 지원
’22.1.1 이후 타 기관에서 중개보수 또는 이사비 수혜자는 중복 수혜 불가
부모 소유 주택 임차 시 제외
국민기초생활수급자(생계·의료·주거급여) 제외
전세사기피해자 일부 예외 가능","실비지원 (중개보수 또는 이사비 지원, 생애 1회)","최대 40만 원 한도 내 실비 지원 (중개보수 또는 이사비 중 한 가지만 신청 가능, 또는 둘 다 가능)",1회 지급 (지출 완료 후 신청),23.1.1 이후~신청마감일까지 발생한 중개보수·이사비 실비 지원 / 개인 계좌 입금 / 재계약·택배비·청소비·교통비 등은 제외,2025. 8. 12. 10:00 ~ 2025. 8. 25. 18:00,청년몽땅정보통(youth.seoul.go.kr) 온라인 신청 (방문·우편 불가) / 신청서 작성 및 증빙서류 PDF 제출,청년 부동산 중개보수 및 이사비 지원사업 콜센터 1877-9358,2,"서울특별시 공고 제2025-2426호
청년 부동산 중개보수 및 이사비 지원사업 참여자 모집 공고
서울시는 「서울특별시 청년 기본 조례」 제13조에 의거 청년가구의 주거비
부담을 덜어주기 위해 「2025년 청년 부동산 중개보수 및 이사비 지원사업」에
함께할 청년을 다음과 같이 모집하오니 많은 관심과 참여 바랍니다.
2025. 8. 11.
서 울 특 별 시 장
1. 사업개요
□ 사 업 명 : 2025년 청년 부동산 중개보수 및 이사비 지원사업
□ 지원대상 : '23.1.1.이후 서울시로 전입 또는 서울시 내에서
이사 후 전입신고 완료한 만 19세~39세 청년가구
□ 지원규모 : 4,000명 ※ 상반기 6,000명 포함 총 10,000여 명 지원
□ 지원금액 : 최대 40만원 한도 내 실비 지원
※ 생애 1회
□ 지원내용 : 부동산 중개보수 및 이사비용
※ 부동산 중개보수 및 이사비 중 한 가지만 신청도 가능
□ 신청기간 및 선정방법
ㅇ 신청기간 : 2025. 8. 12.(화) 10:00 ~ 8. 25.(월) 18:00(마감)
ㅇ 선정방법 : 사회적 약자 및 주거취약청년 우선 선발 후 소득 낮은 순 선정
ㅇ 지급방법 : 개인별 계좌 입금
- 1 -
2. 지원요건
□ 다음 조건을 모두 만족하는 사람
※ 신청시 기준
ㅇ (주소) ’23.1.1.이후 서울시로 전입 또는 서울시 내에서 이사 후
신청 마감시(’25.8.25.)까지 전입신고 완료한 청년 가구
- 동거인(부모, 배우자, 형제‧자매 등) 있어도 신청 가능
- 세대주 및 임대차계약서의 임차인은 신청자 본인이어야 하며,
임차건물 소재지에 주민등록이 등재되어 있어야 함
※ 외국인, 재외국민 등은 지원대상 아님
ㅇ (연령) 만 19~39세로 1985.1.1.~2006.12.31. 출생 청년
ㅇ (소득) 가구당 기준 중위소득 150% 이하
- 신청인이 속한 가구의 건강보험료 고지금액('25년 7월분)이 '25년 건강보험료
소득판정 기준표상 기준 중위소득 150%의 건강보험료 본인부담금 이하여야 함
※ 신청인의 건강보험이 피부양자(건강보험 상 부모 등의 세대원으로 등록)인
경우 주민등록이 별도 분리되어 있어도 부양자 고지금액 기준
※ 건강보험료 고지금액 조회가 어려운 경우 별도의 소득 증빙자료를 요청할 수 있음
< 2025년 건강보험료 소득판정 기준표 >
(단위 : 원)
기준 건강보험료 건강보험료 본인부담금1)
월소득기준
중위소득 가구원수 직장가입자 지역가입자
1인 3,589,000 127,230 58,386
2인 5,899,000 210,208 143,648
3인 7,539,000 271,459 221,206
4인 9,147,000 330,765 292,298
5인 10,663,000 386,684 357,963
150%
6인 12,098,000 431,294 411,250
7인 13,483,000 506,004 496,008
8인 14,869,000 552,230 545,970
9인 16,254,000 599,810 591,277
10인 17,639,000 673,463 654,281
1) 노인장기요양보험료 미포함 금액
- 2 -
ㅇ (재산) 신청자 본인 무주택자
※ 주택뿐만 아니라 분양권 또는 조합원 입주권, 공유지분 포함
※ 주택 청약 시 적용되는 “주택소유여부 판단기준”과 관계없이 소유권 확인 시 선정 불가
(단, 전세사기피해자가 피해 주택2)을 경·공매로 낙찰한 경우 등은 예외)
ㅇ (주택) 거래금액 2억원 이하 전‧월세 거주 ※ 공인중개사법 시행규칙 참고
※ 거래금액 = 임차보증금 + (월세액 × 100)
참여 제한 대상
‣ ’22.1.1.이후 서울시로 전입 또는 서울시 내에서 이사 후
市 혹은 타 기관(중앙부처, 자치구 등)에서 부동산 중개보수 및 이사비 지원받은 사람
< 중복수혜 불가 사업 >
- (국토교통부) 주거취약계층 주거상향 지원사업의 일환으로 이사비를 지원받은 경우
- (市 자치구) 부동산 중개보수 또는 이사비를 지원받은 경우
- (LH, SH) LH 전세임대주택 등 부동산 중개보수 또는 이사비를 지원받은 경우
※ 단, 타 기관에서 부동산 중개보수만 지원받은 경우 이사비에 한하여 최대 40만원 지원
가능 (반대도 동일)
(예시) 타 기관 중개보수 20만원 수혜자 → 市 이사비에 한하여 최대 40만원 한도 내
실비 지원 가능
‣ 부모 소유 주택에 임차하는 경우
‣ 국민기초생활수급자 중 생계·의료·주거급여 수급자
‣ 기타 사업 취지에 부합하지 않다고 판단되는 경우
3. 지원내용
□ 실제 이사에 소요된 부동산 중개보수, 이사비 최대 40만원
한도 내 실비 지원
ㅇ ’23.1.1.이후부터 신청 마감일(’25.8.25.)까지 지출 완료한 비용 지원
- (중개보수) 임대차계약 체결 시 소요되는 중개수수료
※ 재계약, 중도 퇴실로 인하여 발생한 중개수수료는 지원 불가
- (이 사 비) 개인용달, (반)포장이사, 사다리차 이용비 등
※ 택배비, 청소비, 대중교통비, 택시비, 개인적인 차량 렌트비(렌터카) 등 제외
2) 주거전용면적 85m2 이하, 주택 가격 1억 5천만 원(수도권은 3억 원) 이하
- 3 -
4. 지원대상 선정 기준
ㅇ 선정인원 : 하반기 모집인원 4,000명
ㅇ 선정방법 : 심사결과 ‘적격자’의 지원액이 예산범위를 초과할 경우
사회적 약자 및 주거취약청년 우선 선발 후 소득 낮은 순 선정
‣ 사회적 약자 및 주거취약청년
- (사회적 약자) 장애인, 자립준비청년(보호종료아동), 한부모가족, 북한이탈주민, 다문화가정,
가족돌봄청년, 청소년부모, 전세사기피해자(등), 국가보훈대상자3)
- (주거취약청년) (반)지하·옥탑방·고시원 거주 청년
< 사회적 약자 및 주거취약청년 정의 >
구분 정의
「장애인복지법」에 따라 신체적‧정신적 장애로 오랫동안 일상생활이나 사회생활에서
장애인
상당한 제약을 받는 자
「아동복지법」및「아동복지법 시행령」에 따라 자립지원 대상 아동은
자립준비청년
아동복지시설(아동양육시설, 아동일시보호시설, 아동보호치료시설, 공동생활가정),
(보호종료아동)
가정위탁 보호종료 후 만 39세 이하인 자
「한부모가족지원법」에 따라 18세 미만(취학 중인 경우에는 22세 미만)의
한부모가족 자녀를 양육하는 모자가족 또는 부자가족으로서 기준 중위소득 60% 이하인 가족
※ 단, 청소년 한부모가족(부 또는 모의 연령이 만 24세 이하인 경우)은 기준 중위소득 72% 이하
「북한이탈주민법」에 따라 군사분계선 이북지역(이하 “북한”이라 한다)에 주소,
북한이탈주민 직계가족, 배우자, 직장 등을 두고 있는 사람으로서 북한을 벗어난 후 외국
국적을 취득하지 아니한 사람
「다문화가족지원법」에 따라 다음 각 목의 어느 하나에 해당하는 가족
가. 「재한외국인 처우 기본법」 제2조제3호의 결혼이민자와 「국적법」 제2조부터
다문화가정 제4조까지의 규정에 따라 대한민국 국적을 취득한 자로 이루어진 가족
나. 「국적법」 제3조 및 제4조에 따라 대한민국 국적을 취득한 자와 같은 법
제2조부터 제4조까지의 규정에 따라 대한민국 국적을 취득한 자로 이루어진 가족
「국가보훈기본법」에 따라 희생·공헌자와 그 유족 또는 가족으로서 국가보훈관계
국가보훈관계법령에
법령(국가보훈대상자에 대한 예우 및 지원과 관련된 법령)의 적용대상자가 되어
따른 국가보훈대상자
예우 및 지원을 받는 사람
3) 국가유공자 유가족, 독립유공자 유가족, 보훈보상대상자 유가족, 국가유공자에 준하는 군경 유가족,
5.18민주유공자 유가족, 특수임무유공자 유가족, 본인만 해당하는 보훈대상
- 4 -
구분 정의
「서울특별시 가족돌봄청소년·청년 지원에 관한 조례」에 따라 장애, 정신 및 신체의 질병
가족돌봄청년
등의 문제를 가진 「민법」 제779조에 따른 가족4)을 돌보고 있는 9세 이상 39세 이하의 사람
청소년부모 「청소년복지 지원법」에 따라 자녀를 양육하는 부모가 모두 청소년인 사람
「전세사기피해자 지원 및 주거안정에 관한 특별법」에 따라 전세사기피해지원위원회의
전세사기피해자(등)
심의ㆍ의결을 거쳐 국토교통부장관이 결정한 임차인
5. 신청방법 및 제출서류
□ 신청방법
ㅇ 청년몽땅정보통(youth.seoul.go.kr) 온라인 신청 ※ 방문‧우편 접수 등 불가
□ 제출서류
※ 모든 서류는 가급적 PDF파일로 저장하여 제출
※ 모든 서류는 본인을 제외한 모든 사람의 주민등록번호 뒷자리를 가리고 제출
※ 공공기관에서 발급받은 제출서류는 신청일 이전 1개월 이내 발급받은 서류로 제출
구분 제출서류 설명
주민등록등본 - 최근 2년간 주소변동 사항 포함
가족관계증명서 - (일반) 가족관계증명서 제출
- 임대차계약서상 임대인‧임차인의 성명 및 생년월일, 공인중개사
날인, 임차주택소재지, 임대차계약기간, 임차보증금, 월세금액,
주거전용면적 등이 확인 가능하여야 함
필
※ 고시원, 게스트하우스 등 임대차계약서가 없는 경우 아래 두개 서류 필수 제출
수
① 입실확인서
임대차계약서 사본
- 임대인‧임차인의 성명 및 생년월일, 도장 또는 서명 날인,
임차주택소재지, 임대차계약기간, 임차보증금, 월세금액,
주거전용면적 등 임대차계약사항이 기재되어 있어야 함
- 입실확인서 없는 경우 공고문 붙임(서식 1호 실거주 확인서) 참조
② 임대사업자등록증 사본
4) 1.배우자, 직계혈족 및 형제자매 2.직계혈족의 배우자, 배우자의 직계혈족 및 배우자의 형제자매(생계를 같이 하는 경우에 한한다.)
- 5 -
구분 제출서류 설명
- ① 영수증인 경우 : 카드 영수증, 현금영수증, 세금계산서 등
※ 중개보수, 이사비 지출 비용임을 객관적으로 확인할 수 있어야 함
- ② 계좌이체 경우 : 계좌이체내역과
지출 증빙서류 [공인중개업체, 이사업체] 사업자등록증 사본 또는 명함
※ 계좌이체내역상 받는분 성함과 [공인중개업체·이사업체] 사업자등록증
필
사본 또는 명함의 직원 성함이 일치해야 함
수
※ 이사에 소요된 비용임을 객관적으로 증빙할 수 있어야 함
- 신청자 본인 명의 통장
통장사본 ※ 종이 통장사본 또는 모바일 통장사본 제출
※ 계좌번호를 잘못 입력하여 받는 불이익의 책임은 신청자 본인에게 있음
구분 우선 선발 대상자 제출서류
- 보호종료아동 확인서
자립준비청년
- 아동복지시설 또는 가정위탁지원센터에서 발급
(보호종료아동)
※ 서식은 공고문 붙임(서식 2호 보호종료 확인서) 참고
- 서울복지포털 가족돌봄청년 정보 및 돌봄대상자 증빙서류 등록
※ 서울복지포털 가족돌봄청년 등록방법(http://pf.kakao.com/_JVWWG/108334810)
가족돌봄청년
※ 돌봄대상자 증빙서류 : 장애인증명서 또는 진단서
※ 단, 기존 등록자의 경우 필요에 따라 서류 재등록 요구할 수 있음
북한이탈주민 - 북한이탈주민등록확인서
- 주민등록등본(상세)
다문화가정 ※ 단, 주민등록등본(상세)을 통해 부모의 국적을 확인할 수
없는 경우 외국인 부모의 기본증명서 추가 제출 필요
선
전세사기피해자(등) - 전세사기피해자등 결정문
택
- 국가유공자(유족 또는 가족) 확인서
- 독립유공자(유족 또는 가족) 확인서
- 보훈보상대상자(유족 또는 가족) 확인서
- 국가유공자에 준하는 군경 등(유족 또는 가족) 확인서
국가보훈관계법령에
따른 국가보훈대상자
- 5.18민주유공자(유족 또는 가족) 확인서
- 특수임무유공자(유족 또는 가족) 확인서
- 참전유공자(국가유공자) 확인서
- 고엽제후유(의)증환자 등 확인서
- 6 -
6. 선정결과 알림
□ 일시
※ 신청현황 등에 따라 변경될 수 있음
ㅇ 서류심사 결과 : 2025년 10월 중 (예정)
- 서류심사 결과 통보일로부터 10일 이내 이의신청 및 소명·보완자료 제출 가능
ㅇ 최종심사 결과 : 2025년 11월 중 (예정)
ㅇ 지원금 지급 : 2025년 12월 초 (예정)
□ 방법
ㅇ 청년몽땅정보통 마이페이지 및 공지사항 안내, 문자 발송
※ 신청자의 편의를 돕기 위해 신청시 입력한 연락처로 발표 일정 등 개별
문자 안내를 하고 있으나, 전화번호 변경 등 미수신할 수 있으니 반드시
마이페이지에서 정보 확인
7. 이의신청
ㅇ 서류심사 결과 결정‧통보한 내용이 사실과 다르거나 이의가 있을 경우
‘청년몽땅정보통 마이페이지’에서 이의신청 및 소명·보완자료 등록
ㅇ 이의신청 및 소명·보완자료 제출 기한은 서울시에서 ‘서류심사 결과’를
결정‧통보(청년몽땅정보통 마이페이지 게재)한 날부터 10일 이내
- 제출한 소명·보완자료를 근거로 재심사 후 최종결과 통보
ㅇ 정당한 사유 없이 10일 이내 소명·보완자료를 제출하지 아니할 경우
별도의 통지 없이 자격요건 부적격 처리
- 7 -
8. 기타 유의사항
ㅇ 신청‧접수‧이의신청 모두 청년몽땅정보통에서 온라인으로 처리되며,
등록한 정보가 부정확하거나 사실과 다를 경우 불이익을 받을 수
있으니 해당 사항 정확하게 등록
※ 신청 시 입력한 연락처로 발표 일정 등 문자 발송 예정이니 정확하게 입력
ㅇ 제출서류의 보완이 필요한 경우 별도의 자료를 요청할 수 있음
ㅇ 우선 선발 대상자의 자격요건은 현재 기준(신청시)을 적용함
ㅇ 신청 내용이 자격요건에 적합하지 아니한 경우, 착오 및 부정하게
신청한 경우 또는 추후 타 기관 부동산 중개보수, 이사비를 지원받은
사실이 확인될 경우 지원 취소 및 환수 조치
※ 기타 문의는 청년 부동산 중개보수 및 이사비 지원사업 콜센터 ☎ 1877-9358
- 8 -"
38,다문화가족 자녀 교육활동비 지원,교육,,"초등학생 연 40만원, 중학생 연 50만원, 고등학생 연 60만원",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005448&wlfareInfoReldBztpCd=01,7,18,중위소득,100,,,,,다문화가족,현금/현물,"초등학생 연 40만원, 중학생 연 50만원, 고등학생 연 60만원",,교육급여(기준중위소득 50%이하)와 중복 지원 불가,연중 상시,각 지역 가족센터(다문화가족지원센터) 직접 방문,1577-1366,2,"다문화가족 자녀 교육활동비 지원
대상: 다문화가족 7~18세
지원: 초등학생 연 40만원, 중학생 연 50만원, 고등학생 연 60만원
상세: 교육급여(기준중위소득 50%이하)와 중복 지원 불가"
39,다문화가족 방문교육 서비스,"교육, 생활지원",,"한국어교육, 부모교육, 자녀생활교육 제공",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003192,3,12,중위소득,150,,,,,다문화가족,현금/현물,"한국어교육, 부모교육, 자녀생활교육 제공",,"한국어교육, 부모교육, 자녀생활 서비스를 동시에 지원받을 수 없음. 지역 내 타 기관의 유사서비스 중복지원 불가능",,주민센터에 방문 또는 복지로(bokjiro.go.kr) 온라인 신청,1577-1366,2,"다문화가족 방문교육 서비스
대상: 다문화가족 3~12세
지원: 한국어교육, 부모교육, 자녀생활교육 제공
상세: 한국어교육, 부모교육, 자녀생활 서비스를 동시에 지원받을 수 없음. 지역 내 타 기관의 유사서비스 중복지원 불가능"
40,다문화가족 지원사업,"교육, 생활지원, 일자리",,"가족교육/상담/한국어 문화프로그램, 자녀지원, 직업교육 등 서비스 제공",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000837&wlfareInfoReldBztpCd=01,0,100,무관,,,,,,"다문화가족, 결혼이민자, 중도입국자녀",현금/현물,"가족교육/상담/한국어 문화프로그램, 자녀지원, 직업교육 등 서비스 제공",,,,다문화가족지원센터 회원 신청,1577-1366,1,"다문화가족 지원사업
대상: 다문화가족, 결혼이민자, 중도입국자녀 ~세
지원: 가족교육/상담/한국어 문화프로그램, 자녀지원, 직업교육 등 서비스 제공
상세: "
41,지역사회 청소년통합지원체계(청소년안전망),"교육, 보호·돌봄, 생활지원, 정신건강",,상담·보호·교육·자립 등 맞춤형 서비스 제공,https://www.bokjiro.go.kr/ssis-teu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001141,9,24,무관,,,,,,위기에 처한 청소년,현금/현물,상담·보호·교육·자립 등 맞춤형 서비스 제공,,,,전국 청소년상담복지센터 방문하거나 청소년 상담 전화(:전화기2:1388),성평등가족부 청소년 자립지원과 02-2100-6277,1,"지역사회 청소년통합지원체계(청소년안전망)
대상: 위기에 처한 청소년 9~24세
지원: 상담·보호·교육·자립 등 맞춤형 서비스 제공
상세:"
42,강동구 초중고 신입생 입학준비금 사업,교육,,"초등학교 1인당 20만원, 중/고등학교 1인당 30만원 (제로페이 포인트)",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004688&wlfareInfoReldBztpCd=02,0,100,무관,,,강동구(타 지역 소재 학교 입학생),,,"초,중,고등학교 1학년 신입생",현금/현물,"초등학교 1인당 20만원, 중/고등학교 1인당 30만원 (제로페이 포인트)",,타 지자체에서 지원받은 대상자 중복 지원 불가,,1. 서울소재 학교: 서울시교육청 홈페이지 2. 서울외 타지역 소재 학교: 강동구 홈페이지,강동구청 교육지원과 (02-3425-5207),2,"강동구 초중고 신입생 입학준비금 사업
대상: 초,중,고등학교 1학년 신입생 ~세
지원: 초등학교 1인당 20만원, 중/고등학교 1인당 30만원 (제로페이 포인트)
상세: 타 지자체에서 지원받은 대상자 중복 지원 불가"
43,저소득층 대학생 교육비 지원사업,"교육, 서민금융",,"등록금(학기당 250만원 한도), 교육경비(학기당 50만원 한도), 성적 향상 장학금, 근로대학생 학업 유지 격려금(30만원)",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002225,0,100,중위소득,100,,강남구 1년 이상 거주자,,,기초생활수급자 및 비수급 저소득층 대학생,현금/현물,"등록금(학기당 250만원 한도), 교육경비(학기당 50만원 한도), 성적 향상 장학금, 근로대학생 학업 유지 격려금(30만원)",,"타 장학금으로 수업료 전액 지원받는 자, 정규학기 초과 등록자, 퇴학/정학/휴학 중인 자, 국가유공자 등 교육 지원 대상자, 지급일 기준 강남구 비거주자, 강남구 '미래 우수 지역인재 양성 장학지원 사업' 지원 대상자",,동주민센터 방문 신청,강남구청 복지정책과 (02-3423-5774),3,"저소득층 대학생 교육비 지원사업
대상: 기초생활수급자 및 비수급 저소득층 대학생 ~세
지원: 등록금(학기당 250만원 한도), 교육경비(학기당 50만원 한도), 성적 향상 장학금, 근로대학생 학업 유지 격려금(30만원)
상세: 타 장학금으로 수업료 전액 지원받는 자, 정규학기 초과 등록자, 퇴학/정학/휴학 중인 자, 국가유공자 등 교육 지원 대상자, 지급일 기준 강남구 비거주자, 강남구 '미래 우수 지역인재 양성 장학지원 사업' 지원 대상자"
44,관외(서울시외)학교 입학생 입학준비금 지원,"교육, 서민금융",,"초등학교 입학생 200,000원, 중고등학교 입학생 300,000원 (제로페이)",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004832&wlfareInfoReldBztpCd=02,0,100,무관,,,종로구,,,관외(서울시 외)학교 입학하는 초중고 1학년 학생,현금/현물,"초등학교 입학생 200,000원, 중고등학교 입학생 300,000원 (제로페이)",,"교복지원금, 입학준비금 등을 지원받지 않은 사람",,"방문, 우편",02-2148-1987,2,"관외(서울시외)학교 입학생 입학준비금 지원
대상: 관외(서울시 외)학교 입학하는 초중고 1학년 학생 ~세
지원: 초등학교 입학생 200,000원, 중고등학교 입학생 300,000원 (제로페이)
상세: 교복지원금, 입학준비금 등을 지원받지 않은 사람"
45,서울시교육청 수익자부담경비 지원 사업,"교육, 서민금융",,"수익자부담경비 지원(소규모테마형교육여행 및 수련활동비 감면, 기숙사비 및 앨범비 감면)",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005267&wlfareInfoReldBztpCd=02,0,100,중위소득,60,,서울특별시 내,,,"저소득 가구 학생(국민기초생활수급자, 한부모가족보호대상자, 법정차상위대상자 등)",현금/현물,"수익자부담경비 지원(소규모테마형교육여행 및 수련활동비 감면, 기숙사비 및 앨범비 감면)",,,,거주지 읍면동 주민센터 방문 또는 복지로(www.bokjiro.go.kr) 온라인 신청,서울교육콜센터 02-1396 (서울시교육청 대표 상담),2,"서울시교육청 수익자부담경비 지원 사업
대상: 저소득 가구 학생(국민기초생활수급자, 한부모가족보호대상자, 법정차상위대상자 등) ~세
지원: 수익자부담경비 지원(소규모테마형교육여행 및 수련활동비 감면, 기숙사비 및 앨범비 감면)
상세: "
46,신입생 입학준비금 지원,"교육, 서민금융",,"초등학교 1인당 200,000원, 중/고등학교 1인당 300,000원 (제로페이)",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003905,0,100,무관,,,강북구(타지역 학교 입학생),,,초·중·고등학교 1학년 입학생,현금/현물,"초등학교 1인당 200,000원, 중/고등학교 1인당 300,000원 (제로페이)",,해당 학교 소재지에서 입학준비금(또는 교복지원금·무상교복 등)을 지원받지 못한 학생,,"1. 관내 학생: 온라인 신청(https://start.sen.go.kr, https://on.zeropaypoint.or.kr) 2. 관외 학교 입학생: 우편 또는 방문 접수",공통 문의: 02-1396 (서울교육콜센터) – 구체적인 구/학교별 문의는 해당 학교 행정실 또는 거주지 구청 교육지원과로 연락 필요.,2,"신입생 입학준비금 지원
대상: 초·중·고등학교 1학년 입학생 ~세
지원: 초등학교 1인당 200,000원, 중/고등학교 1인당 300,000원 (제로페이)
상세: 해당 학교 소재지에서 입학준비금(또는 교복지원금·무상교복 등)을 지원받지 못한 학생"
47,"서울특별시교육청 초,중,고 입학준비금 지원 사업","교육, 서민금융",,"초등학교: 1인당 20만원, 중/고등학교: 1인당 30만원 (교복 주관구매 또는 포인트 지급)",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005244,0,100,무관,,,서울특별시 내,,,"초등학교, 중학교 및 고등학교 등 1학년 신입생",현금/현물,"초등학교: 1인당 20만원, 중/고등학교: 1인당 30만원 (교복 주관구매 또는 포인트 지급)",,,,"신청사이트(https://on.zeropaypoint.or.kr, https://start.sen.go.kr) 접속하여 인터넷이나 모바일로 학부모가 신청",02-1396 (서울교육콜센터) – BOKJIRO 및 교육청 공고에 공식 문의처로 명시,2,"서울특별시교육청 초,중,고 입학준비금 지원 사업
대상: 초등학교, 중학교 및 고등학교 등 1학년 신입생 ~세
지원: 초등학교: 1인당 20만원, 중/고등학교: 1인당 30만원 (교복 주관구매 또는 포인트 지급)
상세:"
48,저소득계층 대학생 교통비 지원,"교육, 서민금융",,1인당 연 448천원 이내(반기별 현금 지급),https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000978&wlfareInfoReldBztpCd=02,0,100,무관,,,중구,,,관내에 주소를 두고 대학교에 재학 중인 저소득계층의 학생,현금/현물,1인당 연 448천원 이내(반기별 현금 지급),,,,대상자의 주소지 관할 동주민센터 방문신청,서울특별시 중구청 생활보장과 – 02-3396-5353,2,"저소득계층 대학생 교통비 지원
대상: 관내에 주소를 두고 대학교에 재학 중인 저소득계층의 학생 ~세
지원: 1인당 연 448천원 이내(반기별 현금 지급)
상세:"
49,신입생 입학준비금 지원,교육,,"초등: 1인당 200천원, 중/고등: 1인당 300천원 (제로페이 모바일 상품권)",https://www.sen.go.kr/user/bbs/BD_selectBbs.do?q_bbsSn=1100&q_bbsDocNo=20250122140533740,0,100,무관,,,노원구(타 시도 소재 학교 입학생),,,노원구에 주민등록을 두고 서울시 외 타 시도에 소재한 학교에 입학한 1학년 신입생,현금/현물,"초등: 1인당 200천원, 중/고등: 1인당 300천원 (제로페이 모바일 상품권)",,"서울시 입학준비금 및 타 지자체, 교육청 등에서 입학 준비 목적의 지원금(교복 등 포함)을 받은 경우 지원 불가하며, 지원금액이 상이한 경우에도 차액 지원 불가",,신청서 작성 후 E-mail 제출,02-1396 (서울교육콜센터),2,"신입생 입학준비금 지원
대상: 노원구에 주민등록을 두고 서울시 외 타 시도에 소재한 학교에 입학한 1학년 신입생 ~세
지원: 초등: 1인당 200천원, 중/고등: 1인당 300천원 (제로페이 모바일 상품권)
상세: 서울시 입학준비금 및 타 지자체, 교육청 등에서 입학 준비 목적의 지원금(교복 등 포함)을 받은 경우 지원 불가하며, 지원금액이 상이한 경우에도 차액 지원 불가"
50,친환경 무상급식비 및 친환경 쌀 구매 차액 지원,교육,,"친환경 무상급식(중식) 제공, 친환경 쌀 구매 차액지원",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004933,0,100,무관,,,성북구,,,"유치원 및 초등학교, 중학교, 고등학교, 특수학교 학생",현금/현물,"친환경 무상급식(중식) 제공, 친환경 쌀 구매 차액지원",,,,친환경 무상급식: 별도 신청 없음. 친환경 쌀 구매지원: 학교에 신청,02-2241-2464,1,"친환경 무상급식비 및 친환경 쌀 구매 차액 지원
대상: 유치원 및 초등학교, 중학교, 고등학교, 특수학교 학생 ~세
지원: 친환경 무상급식(중식) 제공, 친환경 쌀 구매 차액지원
상세: "
51,동작구 입학준비금 지원사업,교육,,"초등학생 1인당 20만원 및 중,고등학생 1인당 30만원 상당의 제로페이 포인트 등",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004868&wlfareInfoReldBztpCd=02,0,100,무관,,,동작구(타 시도 소재 학교 입학생),,,"초,중,고등학교 1학년 입학생",현금/현물,"초등학생 1인당 20만원 및 중,고등학생 1인당 30만원 상당의 제로페이 포인트 등",,타 시도 교복지원금(무상교복) 등 입학준비금 지원받은 대상 중복지원 불가,,1. 동작구 소재 학교: 서울시교육청 신청 홈페이지 2. 동작구민 중 타 시도 소재 학교: 동작구청 교육정책과에 신청서 제출,02-820-1277,2,"동작구 입학준비금 지원사업
대상: 초,중,고등학교 1학년 입학생 ~세
지원: 초등학생 1인당 20만원 및 중,고등학생 1인당 30만원 상당의 제로페이 포인트 등
상세: 타 시도 교복지원금(무상교복) 등 입학준비금 지원받은 대상 중복지원 불가"
